PREMIUM(Rs),MODE,AGE,GENDER,M/ STATUS,DESIGNATION TYPE,TERM,PLAN TYPE,PAYMENT METHOD,AGENT EXPERIENCE
5200,M,60,F,SINGLE,LOWER,20,MEDICAL,MATURITY TRANSFER,ABOVE 5 YRS
3210,M,34,M,SINGLE,HIGHER,20,MEDICAL,STO,ABOVE 5 YRS
2000,Q,57,F,MARRIED,MIDDLE,20,MEDICAL,STO,ABOVE 5 YRS
3628,Q,52,M,MARRIED,MIDDLE,25,PROTECTION,STO,ABOVE 5 YRS
2451,M,56,M,MARRIED,LOWER,30,INVESTMENT,STO,ABOVE 5 YRS
1425,M,60,M,MARRIED,MIDDLE,15,INVESTMENT,STO,ABOVE 5 YRS
1689,M,62,M,MARRIED,MIDDLE,25,INVESTMENT,STO,ABOVE 5 YRS
1006,M,47,M,MARRIED,LABOUR,25,PROTECTION,OTHER,ABOVE 5 YRS
32874,Y,52,F,MARRIED,LABOUR,20,INVESTMENT,OTHER,ABOVE 5 YRS
1068,M,47,F,MARRIED,LABOUR,20,INVESTMENT,OTHER,ABOVE 5 YRS
1042,M,61,F,MARRIED,LABOUR,15,INVESTMENT,DIRECT PAY,ABOVE 5 YRS
5500,M,28,M,MARRIED,LABOUR,25,INVESTMENT,ONLINE,ABOVE 5 YRS
52689,H,26,F,MARRIED,LABOUR,30,EDUCATION,ONLINE,ABOVE 5 YRS
12812,M,36,M,MARRIED,LABOUR,25,MEDICAL,ONLINE,ABOVE 5 YRS
18050,Y,45,F,MARRIED,LABOUR,20,INVESTMENT,ONLINE,ABOVE 5 YRS
3429,M,38,M,MARRIED,LABOUR,22,PENSION,STO,ABOVE 5 YRS
18050,Y,42,M,MARRIED,LABOUR,20,INVESTMENT,ONLINE,ABOVE 5 YRS
144646,Y,36,M,MARRIED,LABOUR,25,MEDICAL,DIRECT PAY,ABOVE 5 YRS
25418,Y,23,M,SINGLE,MIDDLE,20,MEDICAL,STO,ABOVE 5 YRS
18050,Y,53,F,SINGLE,LABOUR,15,INVESTMENT,STO,ABOVE 5 YRS
18050,Y,42,F,SINGLE,LABOUR,15,INVESTMENT,DIRECT PAY,ABOVE 5 YRS
14090,Q,37,M,SINGLE,LABOUR,30,INVESTMENT,ONLINE,ABOVE 5 YRS
7387,M,21,M,SINGLE,LABOUR,30,MEDICAL,STO,ABOVE 5 YRS
5197,M,31,M,SINGLE,LABOUR,18,EDUCATION,ONLINE,BELOW 5 YRS
28240,M,41,M,SINGLE,LOWER,30,MEDICAL,DIRECT PAY,BELOW 5 YRS
500050,Y,54,M,SINGLE,LOWER,21,INVESTMENT,CHEQUE,BELOW 5 YRS
12712,M,32,M,MARRIED,LOWER,30,MEDICAL,ONLINE,BELOW 5 YRS
60796,Y,34,M,SINGLE,LOWER,28,MEDICAL,ONLINE,BELOW 5 YRS
71125,Q,40,M,MARRIED,LOWER,30,MEDICAL,STO,BELOW 5 YRS
5769,M,35,M,MARRIED,LOWER,30,INVESTMENT,ONLINE,BELOW 5 YRS
187812,Y,44,M,MARRIED,MIDDLE,29,MEDICAL,ONLINE,BELOW 5 YRS
74661,Y,37,M,MARRIED,LABOUR,30,MEDICAL,ONLINE,BELOW 5 YRS
92921,Y,30,M,MARRIED,MIDDLE,25,MEDICAL,ONLINE,BELOW 5 YRS
4684,M,27,M,MARRIED,LABOUR,30,MEDICAL,ONLINE,BELOW 5 YRS
10048,M,31,M,SINGLE,LABOUR,30,MEDICAL,ONLINE,BELOW 5 YRS
12713,M,39,M,MARRIED,LABOUR,30,MEDICAL,STO,BELOW 5 YRS
21740,Q,55,M,MARRIED,LABOUR,10,PROTECTION,ONLINE,BELOW 5 YRS
5344,M,37,F,SINGLE,LABOUR,30,INVESTMENT,ONLINE,BELOW 5 YRS
18770,Y,35,M,SINGLE,LABOUR,18,INVESTMENT,STO,BELOW 5 YRS
5012,M,59,F,SINGLE,LABOUR,17,INVESTMENT,STO,BELOW 5 YRS
6659,M,41,M,MARRIED,LABOUR,17,PROTECTION,ONLINE,BELOW 5 YRS
11379,Q,37,M,MARRIED,LABOUR,24,INVESTMENT,DIRECT PAY,BELOW 5 YRS
6771,M,35,F,MARRIED,LABOUR,30,INVESTMENT,STO,BELOW 5 YRS
128081,Y,37,M,MARRIED,MIDDLE,16,INVESTMENT,STO,BELOW 5 YRS
100050,Y,45,M,MARRIED,LABOUR,30,INVESTMENT,DIRECT PAY,BELOW 5 YRS
5687,M,47,F,MARRIED,LABOUR,15,EDUCATION,ONLINE,BELOW 5 YRS
28790,Y,36,M,MARRIED,LABOUR,30,EDUCATION,STO,BELOW 5 YRS
15500,M,57,F,MARRIED,LABOUR,20,PENSION,ONLINE,BELOW 5 YRS
75050,Y,37,M,MARRIED,LABOUR,30,INVESTMENT,DIRECT PAY,BELOW 5 YRS
30035,Q,42,F,MARRIED,LOWER,15,INVESTMENT,CHEQUE,BELOW 5 YRS
6076,M,37,M,MARRIED,LOWER,20,INVESTMENT,ONLINE,BELOW 5 YRS
5841,M,34,M,MARRIED,LOWER,30,PROTECTION,ONLINE,BELOW 5 YRS
122463,Y,40,M,MARRIED,LOWER,25,PROTECTION,STO,BELOW 5 YRS
20027,M,47,M,MARRIED,LOWER,30,EDUCATION,ONLINE,BELOW 5 YRS
36014,Q,42,M,SINGLE,LOWER,30,EDUCATION,ONLINE,BELOW 5 YRS
6013,M,39,M,SINGLE,MIDDLE,30,EDUCATION,ONLINE,BELOW 5 YRS
5000,M,37,M,SINGLE,LABOUR,30,EDUCATION,ONLINE,BELOW 5 YRS
10017,M,24,F,SINGLE,MIDDLE,30,EDUCATION,ONLINE,BELOW 5 YRS
4127,M,46,F,SINGLE,LABOUR,30,EDUCATION,ONLINE,BELOW 5 YRS
82046,H,48,M,SINGLE,MIDDLE,30,EDUCATION,STO,BELOW 5 YRS
9493,M,30,F,SINGLE,LABOUR,30,EDUCATION,ONLINE,BELOW 5 YRS
6405,M,32,M,SINGLE,LABOUR,30,EDUCATION,ONLINE,BELOW 5 YRS
10632,M,48,F,MARRIED,LOWER,26,EDUCATION,STO,BELOW 5 YRS
39595,Y,51,F,SINGLE,LOWER,17,EDUCATION,STO,BELOW 5 YRS
6958,M,31,M,MARRIED,LABOUR,30,PENSION,DIRECT PAY,BELOW 5 YRS
3067,M,27,M,MARRIED,MIDDLE,30,PENSION,DIRECT PAY,BELOW 5 YRS
24204,Q,25,M,MARRIED,MIDDLE,20,PROTECTION,ONLINE,BELOW 5 YRS
36970,H,35,M,MARRIED,MIDDLE,27,PROTECTION,ONLINE,BELOW 5 YRS
38919,Y,31,M,MARRIED,MIDDLE,28,EDUCATION,STO,BELOW 5 YRS
3845,M,27,F,MARRIED,MIDDLE,22,INVESTMENT,ONLINE,BELOW 5 YRS
31517,H,49,F,SINGLE,MIDDLE,15,PENSION,ONLINE,BELOW 5 YRS
5012,M,30,M,MARRIED,MIDDLE,30,INVESTMENT,STO,BELOW 5 YRS
3410,M,45,M,MARRIED,MIDDLE,14,MEDICAL,ONLINE,ABOVE 5 YRS
5012,M,26,F,SINGLE,MIDDLE,30,INVESTMENT,ONLINE,BELOW 5 YRS
5984,M,38,M,MARRIED,HIGHER,30,PROTECTION,ONLINE,BELOW 5 YRS
2451,M,29,M,SINGLE,MIDDLE,15,INVESTMENT,ONLINE,BELOW 5 YRS
3530,M,29,F,SINGLE,MIDDLE,30,MEDICAL,ONLINE,ABOVE 5 YRS
10168,Q,28,M,MARRIED,MIDDLE,30,MEDICAL,ONLINE,ABOVE 5 YRS
10118,Q,24,M,SINGLE,HIGHER,30,MEDICAL,STO,ABOVE 5 YRS
3306,M,52,F,MARRIED,HIGHER,17,MEDICAL,ONLINE,ABOVE 5 YRS
4998,M,33,M,SINGLE,MIDDLE,22,MEDICAL,ONLINE,ABOVE 5 YRS
2257,M,33,F,MARRIED,MIDDLE,30,PENSION,STO,ABOVE 5 YRS
6188,M,40,M,MARRIED,HIGHER,30,MEDICAL,STO,ABOVE 5 YRS
5012,M,53,F,MARRIED,HIGHER,27,INVESTMENT,DIRECT PAY,ABOVE 5 YRS
2345,M,47,M,DIVORCED,MIDDLE,16,MEDICAL,DIRECT PAY,ABOVE 5 YRS
28157,M,57,M,WIDOW,HIGHER,23,MEDICAL,ONLINE,ABOVE 5 YRS
7890,M,33,M,SINGLE,HIGHER,20,MEDICAL,ONLINE,ABOVE 5 YRS
111291,Y,55,M,MARRIED,MIDDLE,20,INVESTMENT,STO,ABOVE 5 YRS
51727,Y,36,M,SINGLE,MIDDLE,30,PENSION,ONLINE,ABOVE 5 YRS
8999,M,26,M,SINGLE,MIDDLE,30,INVESTMENT,ONLINE,ABOVE 5 YRS
3675,M,34,M,MARRIED,HIGHER,20,PROTECTION,STO,ABOVE 5 YRS
2440,M,31,F,SINGLE,HIGHER,20,INVESTMENT,ONLINE,BELOW 5 YRS
7654,M,43,F,SINGLE,HIGHER,20,PROTECTION,DIRECT PAY,BELOW 5 YRS
1578,M,24,M,SINGLE,MIDDLE,30,INVESTMENT,STO,BELOW 5 YRS
2383,M,37,F,SINGLE,MIDDLE,20,MEDICAL,DIRECT PAY,BELOW 5 YRS
3155,M,26,M,SINGLE,HIGHER,25,MEDICAL,STO,BELOW 5 YRS
98701,H,44,F,SINGLE,MIDDLE,15,MEDICAL,CHEQUE,BELOW 5 YRS
2644,M,33,F,SINGLE,LABOUR,10,PENSION,ONLINE,BELOW 5 YRS
1006,M,37,M,SINGLE,HIGHER,30,MEDICAL,STO,BELOW 5 YRS
5012,M,30,M,SINGLE,LABOUR,30,EDUCATION,ONLINE,ABOVE 5 YRS
3410,M,45,M,MARRIED,HIGHER,14,MEDICAL,STO,ABOVE 5 YRS
5012,M,26,M,SINGLE,HIGHER,30,INVESTMENT,STO,ABOVE 5 YRS
5984,M,38,M,MARRIED,LOWER,30,EDUCATION,STO,ABOVE 5 YRS
2451,M,29,F,SINGLE,LOWER,15,INVESTMENT,STO,ABOVE 5 YRS
3530,M,29,F,SINGLE,LOWER,30,MEDICAL,ONLINE,ABOVE 5 YRS
10168,Q,28,M,MARRIED,LOWER,30,MEDICAL,DIRECT PAY,ABOVE 5 YRS
10118,Q,24,M,SINGLE,MIDDLE,30,MEDICAL,DIRECT PAY,ABOVE 5 YRS
3306,M,52,M,MARRIED,LOWER,17,PENSION,DIRECT PAY,ABOVE 5 YRS
4998,M,33,F,SINGLE,MIDDLE,22,MEDICAL,ONLINE,ABOVE 5 YRS
2257,M,29,M,MARRIED,HIGHER,30,EDUCATION,DIRECT PAY,ABOVE 5 YRS
6188,M,40,M,MARRIED,HIGHER,30,MEDICAL,DIRECT PAY,ABOVE 5 YRS
5012,M,53,F,MARRIED,HIGHER,27,INVESTMENT,STO,ABOVE 5 YRS
1307,M,47,M,MARRIED,LABOUR,16,EDUCATION,DIRECT PAY,ABOVE 5 YRS
28157,M,57,F,WIDOW,HIGHER,23,MEDICAL,STO,ABOVE 5 YRS
5572,M,34,M,SINGLE,HIGHER,20,MEDICAL,STO,ABOVE 5 YRS
111291,Y,55,M,MARRIED,HIGHER,20,MEDICAL,STO,ABOVE 5 YRS
51727,Y,36,M,SINGLE,LOWER,30,MEDICAL,DIRECT PAY,ABOVE 5 YRS
8999,M,26,M,SINGLE,HIGHER,30,MEDICAL,STO,ABOVE 5 YRS
3675,M,34,M,MARRIED,MIDDLE,20,PROTECTION,ONLINE,ABOVE 5 YRS
2440,M,31,F,SINGLE,MIDDLE,20,MEDICAL,STO,ABOVE 5 YRS
4270,M,43,M,MARRIED,HIGHER,20,MEDICAL,CHEQUE,ABOVE 5 YRS
1578,M,37,M,MARRIED,MIDDLE,30,EDUCATION,STO,BELOW 5 YRS
2383,M,37,M,MARRIED,MIDDLE,20,EDUCATION,STO,BELOW 5 YRS
3155,M,36,M,SINGLE,MIDDLE,25,PROTECTION,DIRECT PAY,BELOW 5 YRS
3049,M,44,M,MARRIED,HIGHER,15,EDUCATION,STO,BELOW 5 YRS
2644,M,33,F,SINGLE,MIDDLE,10,INVESTMENT,ONLINE,BELOW 5 YRS
1006,M,37,M,MARRIED,MIDDLE,30,PROTECTION,ONLINE,BELOW 5 YRS
3598,Q,41,F,MARRIED,MIDDLE,15,INVESTMENT,DIRECT PAY,BELOW 5 YRS
99050,Y,34,M,SINGLE,HIGHER,15,INVESTMENT,DIRECT PAY,BELOW 5 YRS
5064,M,28,M,SINGLE,LOWER,30,INVESTMENT,STO,ABOVE 5 YRS
5039,M,35,M,MARRIED,MIDDLE,30,INVESTMENT,ONLINE,ABOVE 5 YRS
5012,M,40,M,SINGLE,MIDDLE,30,INVESTMENT,DIRECT PAY,ABOVE 5 YRS
2504,M,33,M,DIVORCED,LOWER,25,INVESTMENT,STO,ABOVE 5 YRS
52032,H,61,M,MARRIED,LOWER,20,PROTECTION,STO,ABOVE 5 YRS
3008,M,37,M,MARRIED,LOWER,20,EDUCATION,STO,ABOVE 5 YRS
1971,M,33,M,SINGLE,LOWER,20,PROTECTION,STO,ABOVE 5 YRS
5218,M,39,M,MARRIED,LOWER,17,INVESTMENT,STO,ABOVE 5 YRS
2345,M,34,M,SINGLE,LOWER,20,MEDICAL,STO,ABOVE 5 YRS
5467,M,53,M,MARRIED,LOWER,29,INVESTMENT,STO,ABOVE 5 YRS
1232,M,36,M,SINGLE,LOWER,22,PROTECTION,DIRECT PAY,ABOVE 5 YRS
2707,M,39,F,SINGLE,LOWER,30,INVESTMENT,STO,ABOVE 5 YRS
4195,M,44,F,WIDOW,LOWER,20,MEDICAL,STO,ABOVE 5 YRS
5663,M,39,M,SINGLE,HIGHER,20,EDUCATION,STO,ABOVE 5 YRS
1599,M,41,F,SINGLE,MIDDLE,17,PROTECTION,STO,ABOVE 5 YRS
2032,M,48,F,MARRIED,MIDDLE,20,EDUCATION,STO,ABOVE 5 YRS
1185,M,54,F,SINGLE,LOWER,14,INVESTMENT,STO,ABOVE 5 YRS
2032,M,33,M,SINGLE,LOWER,25,INVESTMENT,STO,ABOVE 5 YRS
28050,Y,47,F,SINGLE,MIDDLE,15,INVESTMENT,STO,ABOVE 5 YRS
258878,Y,40,M,MARRIED,HIGHER,12,EDUCATION,STO,ABOVE 5 YRS
42053,Y,57,F,WIDOW,HIGHER,22,MEDICAL,STO,BELOW 5 YRS
1565,M,33,M,SINGLE,LOWER,20,MEDICAL,DIRECT PAY,BELOW 5 YRS
1138,M,55,M,SINGLE,HIGHER,15,MEDICAL,STO,BELOW 5 YRS
1978,M,39,M,DIVORCED,HIGHER,15,MEDICAL,STO,BELOW 5 YRS
13826,H,43,M,SINGLE,HIGHER,19,MEDICAL,CHEQUE,BELOW 5 YRS
16510,H,43,M,MARRIED,HIGHER,16,MEDICAL,CHEQUE,BELOW 5 YRS
1665,M,46,M,SINGLE,HIGHER,13,EDUCATION,CHEQUE,BELOW 5 YRS
2547,M,46,M,SINGLE,HIGHER,15,EDUCATION,CHEQUE,BELOW 5 YRS
1678,M,46,M,SINGLE,HIGHER,18,EDUCATION,CHEQUE,BELOW 5 YRS
120188,H,49,M,WIDOW,HIGHER,20,PROTECTION,CHEQUE,BELOW 5 YRS
2147,M,34,M,MARRIED,LABOUR,24,INVESTMENT,STO,ABOVE 5 YRS
56444,H,48,M,SINGLE,HIGHER,20,INVESTMENT,STO,ABOVE 5 YRS
2570,M,44,M,SINGLE,HIGHER,15,EDUCATION,STO,ABOVE 5 YRS
5302,M,35,M,MARRIED,MIDDLE,20,EDUCATION,ONLINE,ABOVE 5 YRS
2478,M,40,M,MARRIED,HIGHER,20,EDUCATION,DIRECT PAY,ABOVE 5 YRS
708,M,34,M,SINGLE,LOWER,20,EDUCATION,STO,ABOVE 5 YRS
2222,M,55,F,DIVORCED,MIDDLE,20,EDUCATION,STO,ABOVE 5 YRS
78945,M,40,M,MARRIED,MIDDLE,25,EDUCATION,STO,ABOVE 5 YRS
1453,M,29,F,SINGLE,LABOUR,20,INVESTMENT,DIRECT PAY,ABOVE 5 YRS
1494,Y,63,F,MARRIED,LABOUR,17,INVESTMENT,DIRECT PAY,ABOVE 5 YRS
1334,M,47,M,MARRIED,LABOUR,15,INVESTMENT,DIRECT PAY,ABOVE 5 YRS
15000,M,49,M,MARRIED,MIDDLE,16,INVESTMENT,DIRECT PAY,ABOVE 5 YRS
8345,Q,39,M,MARRIED,HIGHER,20,EDUCATION,DIRECT PAY,ABOVE 5 YRS
5000,M,34,M,SINGLE,MIDDLE,31,EDUCATION,DIRECT PAY,BELOW 5 YRS
6110,M,40,M,MARRIED,HIGHER,20,EDUCATION,DIRECT PAY,BELOW 5 YRS
10000,M,46,M,SINGLE,LOWER,15,EDUCATION,DIRECT PAY,BELOW 5 YRS
30000,H,46,M,MARRIED,MIDDLE,30,EDUCATION,DIRECT PAY,BELOW 5 YRS
456411,Y,50,F,MARRIED,MIDDLE,30,EDUCATION,DIRECT PAY,BELOW 5 YRS
65444,Y,50,F,MARRIED,HIGHER,25,EDUCATION,DIRECT PAY,BELOW 5 YRS
13382,Y,36,M,SINGLE,MIDDLE,30,PROTECTION,DIRECT PAY,BELOW 5 YRS
11964,Q,46,M,MARRIED,HIGHER,20,INVESTMENT,ONLINE,BELOW 5 YRS
3598,Q,63,F,SINGLE,MIDDLE,15,MEDICAL,STO,BELOW 5 YRS
5000,M,42,M,MARRIED,HIGHER,24,MEDICAL,DIRECT PAY,BELOW 5 YRS
5503,M,53,M,MARRIED,HIGHER,15,INVESTMENT,ONLINE,BELOW 5 YRS
5000,M,54,F,MARRIED,MIDDLE,27,INVESTMENT,STO,BELOW 5 YRS
5689,M,37,F,MARRIED,MIDDLE,34,INVESTMENT,STO,BELOW 5 YRS
10000,M,37,M,MARRIED,MIDDLE,27,INVESTMENT,STO,BELOW 5 YRS
1547,M,39,M,MARRIED,LOWER,20,PROTECTION,STO,BELOW 5 YRS
5000,M,46,M,MARRIED,HIGHER,20,INVESTMENT,STO,ABOVE 5 YRS
5000,M,48,F,MARRIED,MIDDLE,28,INVESTMENT,STO,ABOVE 5 YRS
15478,M,52,F,MARRIED,MIDDLE,20,INVESTMENT,STO,ABOVE 5 YRS
50000,Y,41,F,MARRIED,LOWER,26,INVESTMENT,STO,ABOVE 5 YRS
3080,H,62,M,MARRIED,MIDDLE,15,EDUCATION,DIRECT PAY,ABOVE 5 YRS
3147,M,46,M,MARRIED,MIDDLE,15,EDUCATION,STO,ABOVE 5 YRS
1108,M,52,F,MARRIED,LABOUR,15,PENSION,DIRECT PAY,ABOVE 5 YRS
122221,M,36,M,SINGLE,LOWER,20,EDUCATION,STO,ABOVE 5 YRS
1534,H,34,M,MARRIED,MIDDLE,20,PENSION,ONLINE,BELOW 5 YRS
2019,M,55,M,SINGLE,MIDDLE,15,INVESTMENT,MATURITY TRANSFER,BELOW 5 YRS
1876,M,61,F,MARRIED,MIDDLE,20,EDUCATION,STO,BELOW 5 YRS
2874,M,55,M,MARRIED,LOWER,15,PROTECTION,STO,BELOW 5 YRS
1521,M,54,M,MARRIED,LABOUR,15,EDUCATION,DIRECT PAY,BELOW 5 YRS
2686,M,39,M,MARRIED,LABOUR,20,PROTECTION,DIRECT PAY,BELOW 5 YRS
1252,M,59,M,MARRIED,LABOUR,15,PROTECTION,STO,BELOW 5 YRS
9207,Q,58,M,MARRIED,LABOUR,20,PROTECTION,DIRECT PAY,BELOW 5 YRS
1000,M,40,M,SINGLE,LABOUR,28,PROTECTION,STO,BELOW 5 YRS
7527,Q,39,M,MARRIED,LABOUR,20,PROTECTION,DIRECT PAY,ABOVE 5 YRS
1069,M,51,M,MARRIED,LABOUR,20,PROTECTION,MATURITY TRANSFER,ABOVE 5 YRS
1851,Q,49,M,MARRIED,MIDDLE,20,EDUCATION,DIRECT PAY,ABOVE 5 YRS
1007,M,32,M,SINGLE,MIDDLE,20,INVESTMENT,DIRECT PAY,ABOVE 5 YRS
1098,M,60,F,MARRIED,MIDDLE,20,EDUCATION,STO,ABOVE 5 YRS
1000,M,34,M,SINGLE,MIDDLE,20,EDUCATION,DIRECT PAY,ABOVE 5 YRS
2000,Q,57,F,MARRIED,MIDDLE,20,PENSION,DIRECT PAY,ABOVE 5 YRS
3628,Q,52,M,MARRIED,LOWER,20,PENSION,STO,ABOVE 5 YRS
2451,M,56,M,MARRIED,LOWER,20,PROTECTION,DIRECT PAY,ABOVE 5 YRS
1425,M,60,M,WIDOW,LOWER,15,PROTECTION,DIRECT PAY,ABOVE 5 YRS
1689,M,62,M,MARRIED,LOWER,15,EDUCATION,STO,ABOVE 5 YRS
1006,M,47,M,MARRIED,LOWER,15,INVESTMENT,DIRECT PAY,ABOVE 5 YRS
32874,Y,52,F,MARRIED,LOWER,20,INVESTMENT,DIRECT PAY,ABOVE 5 YRS
1068,M,47,F,MARRIED,MIDDLE,20,EDUCATION,DIRECT PAY,ABOVE 5 YRS
1042,M,61,F,WIDOW,MIDDLE,15,EDUCATION,DIRECT PAY,ABOVE 5 YRS
2355,M,61,F,MARRIED,MIDDLE,20,PROTECTION,STO,BELOW 5 YRS
7852,M,55,M,MARRIED,MIDDLE,15,PROTECTION,STO,BELOW 5 YRS
4521,M,54,M,MARRIED,LABOUR,15,EDUCATION,CASH,BELOW 5 YRS
4587,M,39,M,MARRIED,LABOUR,20,PROTECTION,CASH,BELOW 5 YRS
17754,M,59,M,MARRIED,LABOUR,15,INVESTMENT,CASH,BELOW 5 YRS
8907,Q,58,M,MARRIED,LABOUR,20,EDUCATION,DIRECT PAY,BELOW 5 YRS
1240,M,40,M,SINGLE,LABOUR,28,INVESTMENT,STO,BELOW 5 YRS
1445,Q,39,M,SINGLE,LABOUR,20,EDUCATION,MATURITY TRANSFER,ABOVE 5 YRS
1232,M,51,M,SINGLE,MIDDLE,20,EDUCATION,CASH,ABOVE 5 YRS
7896,Q,49,M,SINGLE,HIGHER,20,EDUCATION,DIRECT PAY,ABOVE 5 YRS
7896,M,32,M,SINGLE,MIDDLE,20,INVESTMENT,DIRECT PAY,BELOW 5 YRS
5200,M,60,F,SINGLE,MIDDLE,20,EDUCATION,STO,ABOVE 5 YRS
3210,M,34,M,SINGLE,MIDDLE,20,EDUCATION,DIRECT PAY,ABOVE 5 YRS
2000,Q,57,F,MARRIED,MIDDLE,20,PENSION,DIRECT PAY,ABOVE 5 YRS
3628,Q,52,M,MARRIED,MIDDLE,25,PENSION,STO,ABOVE 5 YRS
2451,M,56,M,MARRIED,LABOUR,30,PROTECTION,DIRECT PAY,ABOVE 5 YRS
1425,M,60,M,WIDOW,LABOUR,15,PROTECTION,DIRECT PAY,BELOW 5 YRS
1689,M,62,M,MARRIED,LABOUR,25,EDUCATION,STO,ABOVE 5 YRS
1006,M,47,M,MARRIED,LABOUR,25,INVESTMENT,OTHER,ABOVE 5 YRS
32874,Y,52,F,MARRIED,LABOUR,20,INVESTMENT,OTHER,ABOVE 5 YRS
1068,M,47,F,MARRIED,MIDDLE,20,EDUCATION,OTHER,ABOVE 5 YRS
1042,M,61,F,MARRIED,MIDDLE,15,EDUCATION,DIRECT PAY,ABOVE 5 YRS
5500,M,28,M,SINGLE,HIGHER,25,MEDICAL,ONLINE,ABOVE 5 YRS
52689,H,26,F,SINGLE,MIDDLE,30,MEDICAL,ONLINE,ABOVE 5 YRS
12812,M,36,M,SINGLE,MIDDLE,25,MEDICAL,ONLINE,ABOVE 5 YRS
18050,Y,45,F,MARRIED,MIDDLE,20,INVESTMENT,ONLINE,ABOVE 5 YRS
3429,M,38,M,MARRIED,LABOUR,22,PENSION,STO,BELOW 5 YRS
18050,Y,42,M,MARRIED,MIDDLE,20,INVESTMENT,ONLINE,ABOVE 5 YRS
144646,Y,36,M,MARRIED,MIDDLE,25,MEDICAL,DIRECT PAY,ABOVE 5 YRS
25418,Y,23,M,SINGLE,MIDDLE,20,MEDICAL,STO,ABOVE 5 YRS
18050,Y,53,F,MARRIED,HIGHER,15,INVESTMENT,STO,ABOVE 5 YRS
18050,Y,42,F,MARRIED,MIDDLE,15,INVESTMENT,DIRECT PAY,BELOW 5 YRS
14090,Q,37,M,MARRIED,MIDDLE,30,INVESTMENT,ONLINE,ABOVE 5 YRS
7387,M,21,M,SINGLE,LABOUR,30,MEDICAL,STO,ABOVE 5 YRS
5197,M,31,M,MARRIED,LABOUR,18,EDUCATION,STO,BELOW 5 YRS
28240,M,43,M,DIVORCED,LABOUR,30,MEDICAL,STO,BELOW 5 YRS
500050,Y,54,M,WIDOW,LABOUR,21,INVESTMENT,STO,BELOW 5 YRS
12712,M,32,M,MARRIED,LABOUR,30,INVESTMENT,STO,BELOW 5 YRS
60796,Y,33,M,SINGLE,LABOUR,28,INVESTMENT,STO,BELOW 5 YRS
71125,Q,34,M,MARRIED,MIDDLE,30,INVESTMENT,STO,BELOW 5 YRS
5769,M,35,M,MARRIED,MIDDLE,30,INVESTMENT,ONLINE,ABOVE 5 YRS
187812,Y,44,M,WIDOW,MIDDLE,29,INVESTMENT,ONLINE,BELOW 5 YRS
7894520,Y,37,M,MARRIED,HIGHER,30,INVESTMENT,ONLINE,ABOVE 5 YRS
92921,Y,30,M,MARRIED,MIDDLE,25,MEDICAL,ONLINE,BELOW 5 YRS
4684,M,45,M,MARRIED,MIDDLE,30,MEDICAL,ONLINE,BELOW 5 YRS
10048,M,31,M,SINGLE,HIGHER,30,MEDICAL,ONLINE,BELOW 5 YRS
12713,M,34,M,MARRIED,HIGHER,30,MEDICAL,STO,BELOW 5 YRS
21740,Q,55,M,MARRIED,MIDDLE,10,PROTECTION,ONLINE,BELOW 5 YRS
5344,M,37,F,SINGLE,MIDDLE,30,MEDICAL,ONLINE,BELOW 5 YRS
18770,Y,35,M,MARRIED,MIDDLE,18,EDUCATION,STO,ABOVE 5 YRS
5012,M,59,F,MARRIED,HIGHER,17,INVESTMENT,STO,BELOW 5 YRS
6659,M,34,M,MARRIED,HIGHER,17,EDUCATION,DIRECT PAY,BELOW 5 YRS
11379,Q,37,M,SINGLE,MIDDLE,24,PENSION,DIRECT PAY,BELOW 5 YRS
6771,M,35,F,MARRIED,MIDDLE,30,MEDICAL,ONLINE,ABOVE 5 YRS
128081,Y,37,M,MARRIED,HIGHER,16,EDUCATION,ONLINE,BELOW 5 YRS
145050,Y,45,M,MARRIED,HIGHER,30,INVESTMENT,STO,BELOW 5 YRS
5687,M,47,F,MARRIED,HIGHER,15,PENSION,ONLINE,BELOW 5 YRS
28790,Y,36,M,SINGLE,HIGHER,30,MEDICAL,ONLINE,ABOVE 5 YRS
15500,M,43,F,MARRIED,HIGHER,20,INVESTMENT,STO,BELOW 5 YRS
75050,Y,37,M,MARRIED,HIGHER,30,INVESTMENT,ONLINE,ABOVE 5 YRS
30035,Q,42,F,MARRIED,MIDDLE,15,INVESTMENT,DIRECT PAY,BELOW 5 YRS
6076,M,45,M,MARRIED,MIDDLE,20,MEDICAL,STO,BELOW 5 YRS
5841,M,34,M,MARRIED,MIDDLE,30,MEDICAL,STO,BELOW 5 YRS
122463,Y,64,M,MARRIED,HIGHER,25,MEDICAL,STO,BELOW 5 YRS
20027,M,47,M,MARRIED,HIGHER,30,INVESTMENT,CHEQUE,BELOW 5 YRS
36014,Q,42,M,MARRIED,LOWER,30,MEDICAL,ONLINE,ABOVE 5 YRS
6013,M,39,M,MARRIED,LABOUR,30,INVESTMENT,STO,BELOW 5 YRS
5000,M,37,M,MARRIED,LOWER,30,PROTECTION,ONLINE,BELOW 5 YRS
1578,M,24,F,SINGLE,MIDDLE,30,INVESTMENT,STO,BELOW 5 YRS
4127,M,46,F,SINGLE,LOWER,30,MEDICAL,STO,ABOVE 5 YRS
82046,H,48,M,MARRIED,LOWER,30,EDUCATION,STO,ABOVE 5 YRS
9493,M,30,F,SINGLE,MIDDLE,30,MEDICAL,STO,ABOVE 5 YRS
